New Obstacle Set:
radius,x,y
3.599120491653418,21.256183871419264,11.77874540013122
0.6880048321714973,9.388179431628966,14.243994441778261
1,13.034887993352733,18.752103726390068
1,10.941598218604163,10.14165249732408
1,19.845773844327216,2.908686269038988
1,8.023756134582227,4.499576373654339
1.6284894816072377,13.530243040410735,5.206042509839822
1,15.899949752974685,15.702739070620328
0.5450128928261733,9.442121202054217,18.334153309162527
0.6073774740195788,5.740928254864075,18.956346878214305
