New Obstacle Set:
# obs = 30,
radius bounds, mu, sigma = (0.1-10,2,0.5)
x bounds, mu, sigma = (5-25,15.0,5.0)
y bounds, mu, sigma = (0-30,15.0,5.0)
radius,x,y
1.0835418155838914,16.14331398189386,11.400314854132576
2.4326716570342954,9.746461382446345,11.783491159055089
1.6236969675998103,18.46217353844338,16.468178525378715
1.234109945996127,13.654984754169018,22.87432336743881
1.694274199314653,23.241549975201675,24.27298815591835
1.990384275980307,17.118224517983407,6.619142075057503
1.2681210643238197,23.45170396487989,15.126989960859108
1.4696059808787933,12.374318922290904,19.262273842937898
1.5211716770475596,14.283143094886949,15.004490136149261
1.1955728520062152,22.28826691883889,7.559954209068475
2.03781131298556,8.099024933464488,21.53855535153014
1.7454071766496415,17.778273186166842,27.51117846848708
2.3603540847767324,10.409755483670338,4.31521094981586
1.3625637549968321,6.485452384906411,7.963305113230017
0.9308065164661297,7.96899276567984,17.147594317201047
1.416848402724427,19.930913408020402,11.64002249419299
1.743793130607912,19.12357467080697,22.587993022820406
0.9008935436482097,22.186125789928315,19.34195231134032
1.7377678750268932,7.779022863317561,26.94475724052678
1.565712637540733,15.267251779205955,2.121889887610962
0.8871138461845116,23.77230163581043,10.591490269260841
1.1728487840823352,12.449627985042167,26.186695305241365
1.5300037668461641,20.772754173961673,3.27436653641848
0.741170246342074,14.064836170501092,9.28710369308467
0.871035327698853,16.015326938325202,20.382564075823858
0.7364913903431356,10.491544157693696,15.954455116592714
0.7301092892773349,6.262926318881332,3.917605382730647
1.0209033310983173,21.70303036665807,28.972492040043
0.8105776135350655,6.144017015035917,14.814215626297711
0.3926112542221305,24.420561040060825,20.38159823438606
